"imdb_id" "name" "gross" "date" "theater" "time" "num_of_shows" "ticket_price" "num_of_attendees" "day" "avg_attendence"
"2800" "tt2334873" "BLUE JASMINE" 198 2013-11-22 2 "18:15" 1 8 25 "Friday" 25
"2801" "tt2334873" "BLUE JASMINE" 248 2013-11-23 2 "17:20" 1 8 31 "Saturday" 31
"2802" "tt2334873" "BLUE JASMINE" 401 2013-11-27 1 "20:45" 1 8 50 "Wednesday" 50
"2803" "tt2334873" "BLUE JASMINE" 238 2013-12-27 1 "18:00" 1 8 30 "Friday" 30
"2804" "tt2334873" "BLUE JASMINE" 208 2013-12-28 2 "16:00" 1 8 26 "Saturday" 26
"2805" "tt2334873" "BLUE JASMINE" 612 2014-01-01 2 "20:40" 1 8 76 "Wednesday" 76
"2806" "tt2334873" "BLUE JASMINE" 192 2014-01-04 2 "12:50" 1 8 24 "Saturday" 24
"2807" "tt2334873" "BLUE JASMINE (Baby Brigade)" 239 2014-01-06 2 "18:30" 1 8 30 "Monday" 30
"2808" "tt2334873" "BLUE JASMINE" 424 2014-01-08 2 "18:30" 1 8 53 "Wednesday" 53
"2809" "tt2334873" "BLUE JASMINE" 200 2014-01-10 1 "17:30" 1 8 25 "Friday" 25
"2810" "tt2334873" "BLUE JASMINE" 64 2014-01-14 2 "21:45" 1 8 8 "Tuesday" 8
"2811" "tt2334873" "BLUE JASMINE" 764 2014-01-18 2 "19:00" 1 8 96 "Saturday" 96
"2812" "tt2334873" "BLUE JASMINE" 124 2014-01-20 1 "21:30" 1 8 16 "Monday" 16
"2813" "tt2338424" "TUMBLEDOWN (Baby Brigade) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/347?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 39 2016-02-20 2 "12:45" 1 8 5 "Saturday" 5
"2814" "tt2338424" "TUMBLEDOWN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/362?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 40 2016-02-22 2 "20:45" 1 8 5 "Monday" 5
"2815" "tt2338424" "TUMBLEDOWN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/363?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 86 2016-02-23 1 "18:15" 1 8 11 "Tuesday" 11
"2816" "tt2340650" "EAST SIDE SUSHI" 507 2015-10-30 2 "20:20" 2 8 63 "Friday" 32
"2817" "tt2340650" "EAST SIDE SUSHI" 284 2015-10-31 1 "18:45" 1 8 36 "Saturday" 36
"2818" "tt2340650" "EAST SIDE SUSHI" 604 2015-11-01 1 "18:45" 1 8 76 "Sunday" 76
"2819" "tt2340650" "EAST SIDE SUSHI (Baby Brigade)" 228 2015-11-02 1 "18:30" 1 8 28 "Monday" 28
"2820" "tt2340650" "EAST SIDE SUSHI" 111 2015-11-03 1 "18:30" 1 8 14 "Tuesday" 14
"2821" "tt2340650" "EAST SIDE SUSHI" 400 2015-11-04 1 "19:00" 1 8 50 "Wednesday" 50
"2822" "tt2340650" "EAST SIDE SUSHI" 360 2015-11-05 1 "18:30" 1 8 45 "Thursday" 45
"2823" "tt2340650" "EAST SIDE SUSHI" 363 2015-11-06 2 "19:20" 1 8 45 "Friday" 45
"2824" "tt2340650" "EAST SIDE SUSHI" 796 2015-11-07 1 "19:20" 1 8 100 "Saturday" 100
"2825" "tt2340650" "EAST SIDE SUSHI" 462 2015-11-08 1 "18:20" 1 8 58 "Sunday" 58
"2826" "tt2340650" "EAST SIDE SUSHI" 138 2015-11-09 2 "21:30" 1 8 17 "Monday" 17
"2827" "tt2340650" "EAST SIDE SUSHI" 89 2015-11-10 2 "21:25" 1 8 11 "Tuesday" 11
"2828" "tt2340650" "EAST SIDE SUSHI" 448 2015-11-11 1 "19:05" 1 8 56 "Wednesday" 56
"2829" "tt2340650" "EAST SIDE SUSHI" 68 2015-11-12 1 "18:30" 1 8 8 "Thursday" 8
"2830" "tt2340650" "EAST SIDE SUSHI" 444 2015-11-13 1 "20:05" 1 8 56 "Friday" 56
"2831" "tt2340650" "EAST SIDE SUSHI" 708 2015-11-14 2 "19:00" 2 8 88 "Saturday" 44
"2832" "tt2340650" "EAST SIDE SUSHI" 310 2015-11-15 2 "18:45" 1 8 39 "Sunday" 39
"2833" "tt2340650" "EAST SIDE SUSHI" 210 2015-11-16 2 "18:45" 1 8 26 "Monday" 26
"2834" "tt2340650" "EAST SIDE SUSHI" 252 2015-11-18 2 "18:30" 1 8 32 "Wednesday" 32
"2835" "tt2340650" "EAST SIDE SUSHI" 300 2015-11-20 1 "20:00" 1 8 38 "Friday" 38
"2836" "tt2340650" "EAST SIDE SUSHI" 342 2015-11-22 2 "17:20" 1 8 43 "Sunday" 43
"2837" "tt2340650" "EAST SIDE SUSHI" 176 2015-11-23 2 "19:00" 1 8 22 "Monday" 22
"2838" "tt2340650" "EAST SIDE SUSHI" 202 2015-11-27 1 "15:05" 1 8 25 "Friday" 25
"2839" "tt2340650" "EAST SIDE SUSHI" 576 2015-11-28 1 "19:10" 1 8 72 "Saturday" 72
"2840" "tt2340650" "EAST SIDE SUSHI" 306 2015-11-29 1 "18:50" 1 8 38 "Sunday" 38
"2841" "tt2340650" "EAST SIDE SUSHI" 46 2015-12-02 1 "21:30" 1 8 6 "Wednesday" 6
"2842" "tt2340650" "EAST SIDE SUSHI" 650 2015-12-05 2 "19:25" 1 8 81 "Saturday" 81
"2843" "tt2340650" "EAST SIDE SUSHI" 230 2015-12-06 2 "19:00" 1 8 29 "Sunday" 29
"2844" "tt2340650" "EAST SIDE SUSHI" 368 2015-12-09 1 "19:00" 1 8 46 "Wednesday" 46
"2845" "tt2340650" "EAST SIDE SUSHI" 327 2015-12-11 2 "20:00" 1 8 41 "Friday" 41
"2846" "tt2340650" "EAST SIDE SUSHI" 440 2015-12-12 2 "19:20" 1 8 55 "Saturday" 55
"2847" "tt2340650" "EAST SIDE SUSHI" 72 2015-12-13 2 "20:50" 1 8 9 "Sunday" 9
"2848" "tt2340650" "EAST SIDE SUSHI" 184 2015-12-25 1 "17:15" 1 8 23 "Friday" 23
"2849" "tt2340650" "EAST SIDE SUSHI" 224 2015-12-26 2 "13:00" 1 8 28 "Saturday" 28
"2850" "tt2340650" "EAST SIDE SUSHI" 328 2015-12-27 2 "18:40" 1 8 41 "Sunday" 41
"2851" "tt2340650" "EAST SIDE SUSHI, featuring a post-film Q&A with director Anthony Lucero - MUST END TONIGHT! (<a target=”_blank” href=http://brownpapertickets.com/event/2480590>Purchase Tickets Online</a>)" 468 2015-12-30 2 "18:30" 1 8 58 "Wednesday" 58
"2852" "tt2350432" "FREE ANGELA & ALL POLITICAL PRISONERS (Spectrum Queer Media) (<a target=”_blank” href=http://www.brownpapertickets.com/event/454982 >Purchase Tickets Online</a>)" 200 2013-09-01 2 "15:00" 1 8 25 "Sunday" 25
"2853" "tt2350496" "THE LUNCHBOX (Baby Brigade)" 232 2014-05-10 2 "12:45" 2 8 29 "Saturday" 14
"2854" "tt2350496" "THE LUNCHBOX" 508 2014-05-11 2 "18:20" 1 8 64 "Sunday" 64
"2855" "tt2350496" "THE LUNCHBOX" 322 2014-05-14 1 "21:00" 1 8 40 "Wednesday" 40
"2856" "tt2350496" "THE LUNCHBOX" 264 2014-05-16 2 "18:00" 1 8 33 "Friday" 33
"2857" "tt2350496" "THE LUNCHBOX" 104 2014-05-17 1 "14:30" 1 8 13 "Saturday" 13
"2858" "tt2350496" "THE LUNCHBOX" 122 2014-05-18 1 "17:55" 1 8 15 "Sunday" 15
"2859" "tt2350496" "THE LUNCHBOX (Baby Brigade)" 151 2014-05-19 1 "18:30" 1 8 19 "Monday" 19
"2860" "tt2355540" "CUTIE AND THE BOXER" 120 2014-03-14 2 "18:00" 1 8 15 "Friday" 15
"2861" "tt2355540" "CUTIE AND THE BOXER" 32 2014-03-15 2 "14:30" 1 8 4 "Saturday" 4
"2862" "tt2355540" "CUTIE AND THE BOXER" 40 2014-03-16 1 "13:00" 1 8 5 "Sunday" 5
"2863" "tt2355540" "CUTIE AND THE BOXER (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/589293>Purchase Tickets Online</a>)" 322 2014-03-18 2 "19:00" 1 8 40 "Tuesday" 40
"2864" "tt2357291" "RIO 2" 283 2014-06-06 2 "17:00" 1 8 35 "Friday" 35
"2865" "tt2357291" "RIO 2" 234 2014-06-07 1 "14:15" 1 8 29 "Saturday" 29
"2866" "tt2357291" "RIO 2" 236 2014-06-08 1 "13:00" 1 8 30 "Sunday" 30
"2867" "tt2357291" "RIO 2" 152 2014-06-11 1 "18:30" 1 8 19 "Wednesday" 19
"2868" "tt2357291" "RIO 2" 73 2014-06-13 2 "16:00" 1 8 9 "Friday" 9
"2869" "tt2357291" "RIO 2" 288 2014-06-15 2 "12:30" 1 8 36 "Sunday" 36
"2870" "tt2357291" "RIO 2" 72 2014-06-16 2 "19:00" 1 8 9 "Monday" 9
"2871" "tt2357291" "RIO 2" 160 2014-06-18 2 "18:30" 1 8 20 "Wednesday" 20
"2872" "tt2357291" "RIO 2" 61 2014-06-20 2 "16:00" 1 8 8 "Friday" 8
"2873" "tt2357291" "RIO 2" 248 2014-06-25 2 "18:30" 1 8 31 "Wednesday" 31
"2874" "tt2357291" "RIO 2" 72 2014-06-27 2 "16:00" 1 8 9 "Friday" 9
"2875" "tt2357291" "RIO 2" 160 2014-07-01 1 "18:30" 1 8 20 "Tuesday" 20
"2876" "tt2357291" "RIO 2" 80 2014-07-06 2 "12:30" 1 8 10 "Sunday" 10
"2877" "tt2359427" "LINSANITY" 146 2013-11-30 2 "13:00" 1 8 18 "Saturday" 18
"2878" "tt2359427" "LINSANITY (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/521910>Purchase Tickets Online</a>)" 85 2013-12-03 2 "19:00" 1 8 11 "Tuesday" 11
"2879" "tt2361509" "THE INTERN" 101 2015-11-07 2 "15:30" 1 8 13 "Saturday" 13
"2880" "tt2361509" "THE INTERN" 214 2015-11-08 1 "20:45" 1 8 27 "Sunday" 27
"2881" "tt2361509" "THE INTERN (Baby Brigade)" 192 2015-11-09 1 "18:30" 1 8 24 "Monday" 24
"2882" "tt2361509" "THE INTERN" 118 2015-11-11 2 "12:50" 1 8 15 "Wednesday" 15
"2883" "tt2361509" "THE INTERN - MUST END TONIGHT!" 140 2015-11-12 2 "18:50" 1 8 18 "Thursday" 18
"2884" "tt2370248" "SHORT TERM 12" 148 2013-10-11 1 "18:00" 1 8 18 "Friday" 18
"2885" "tt2370248" "SHORT TERM 12" 440 2013-10-12 1 "19:50" 1 8 55 "Saturday" 55
"2886" "tt2370248" "SHORT TERM 12" 72 2013-10-13 1 "12:15" 1 8 9 "Sunday" 9
"2887" "tt2370248" "SHORT TERM 12 (Baby Brigade)" 79 2013-10-14 1 "18:30" 1 8 10 "Monday" 10
"2888" "tt2370248" "SHORT TERM 12" 105 2013-10-15 2 "21:40" 1 8 13 "Tuesday" 13
"2889" "tt2370248" "SHORT TERM 12" 104 2013-10-16 1 "18:30" 1 8 13 "Wednesday" 13
"2890" "tt2375605" "THE ACT OF KILLING" 288 2013-09-13 1 "18:30" 1 8 36 "Friday" 36
"2891" "tt2375605" "THE ACT OF KILLING" 381 2013-09-14 1 "17:00" 1 8 48 "Saturday" 48
"2892" "tt2375605" "THE ACT OF KILLING" 216 2013-09-15 2 "20:30" 2 8 27 "Sunday" 14
"2893" "tt2375605" "THE ACT OF KILLING" 240 2013-09-16 1 "19:00" 1 8 30 "Monday" 30
"2894" "tt2375605" "THE ACT OF KILLING" 456 2013-09-18 1 "20:45" 1 8 57 "Wednesday" 57
"2895" "tt2375605" "THE ACT OF KILLING" 218 2013-09-19 1 "18:30" 1 8 27 "Thursday" 27
"2896" "tt2375605" "THE ACT OF KILLING" 64 2013-10-12 1 "14:40" 1 8 8 "Saturday" 8
"2897" "tt2375605" "THE ACT OF KILLING" 48 2013-10-13 1 "16:45" 1 8 6 "Sunday" 6
"2898" "tt2375605" "THE ACT OF KILLING" 202 2013-10-14 1 "20:50" 1 8 25 "Monday" 25
"2899" "tt2375605" "THE ACT OF KILLING (Doc Night)" 82 2013-10-15 2 "19:00" 1 8 10 "Tuesday" 10
"2900" "tt2375605" "THE ACT OF KILLING" 228 2013-10-17 1 "20:55" 1 8 28 "Thursday" 28
"2901" "tt2375605" "THE ACT OF KILLING" 48 2014-02-01 2 "12:15" 1 8 6 "Saturday" 6
"2902" "tt2375605" "THE ACT OF KILLING" 64 2014-02-02 1 "12:20" 1 8 8 "Sunday" 8
"2903" "tt2375605" "THE ACT OF KILLING" 76 2014-02-03 1 "19:00" 1 8 10 "Monday" 10
"2904" "tt2375605" "THE ACT OF KILLING" 82 2014-02-05 1 "21:20" 1 8 10 "Wednesday" 10
"2905" "tt2375605" "THE ACT OF KILLING" 100 2014-02-06 1 "19:00" 1 8 12 "Thursday" 12
"2906" "tt2376024" "VENUS and SERENA (Doc Night at The New Parkway) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/412001\">Purchase Tickets Online</a>" 181 2013-07-09 2 "19:00" 1 8 23 "Tuesday" 23
"2907" "tt2378281" "INSTRUCTIONS NOT INCLUDED" 200 2013-11-02 2 "16:45" 1 8 25 "Saturday" 25
"2908" "tt2378281" "INSTRUCTIONS NOT INCLUDED" 88 2013-11-03 1 "15:40" 1 8 11 "Sunday" 11
"2909" "tt2378281" "INSTRUCTIONS NOT INCLUDED" 83 2013-11-04 2 "21:20" 1 8 10 "Monday" 10
"2910" "tt2378281" "INSTRUCTIONS NOT INCLUDED" 31 2013-11-05 1 "20:50" 1 8 4 "Tuesday" 4
"2911" "tt2378401" "MEET THE PATELS" 208 2015-10-24 1 "16:20" 1 8 26 "Saturday" 26
"2912" "tt2378401" "MEET THE PATELS" 64 2015-10-25 1 "14:10" 1 8 8 "Sunday" 8
"2913" "tt2378401" "MEET THE PATELS" 64 2015-10-26 1 "18:50" 1 8 8 "Monday" 8
"2914" "tt2379713" "SPECTRE" 282 2015-12-18 1 "21:30" 1 8 35 "Friday" 35
"2915" "tt2379713" "SPECTRE" 371 2015-12-19 1 "21:15" 1 8 46 "Saturday" 46
"2916" "tt2379713" "SPECTRE" 536 2015-12-20 2 "17:20" 1 8 67 "Sunday" 67
"2917" "tt2379713" "SPECTRE" 136 2015-12-21 1 "15:40" 1 8 17 "Monday" 17
"2918" "tt2379713" "SPECTRE" 640 2015-12-26 1 "14:30" 1 8 80 "Saturday" 80
"2919" "tt2379713" "SPECTRE" 408 2015-12-27 1 "14:20" 1 8 51 "Sunday" 51
"2920" "tt2379713" "SPECTRE" 552 2015-12-28 1 "20:15" 1 8 69 "Monday" 69
"2921" "tt2379713" "SPECTRE" 240 2015-12-29 1 "13:00" 1 8 30 "Tuesday" 30
"2922" "tt2379713" "SPECTRE" 490 2015-12-30 1 "17:45" 1 8 61 "Wednesday" 61
"2923" "tt2379713" "SPECTRE" 768 2016-01-01 1 "19:20" 1 8 96 "Friday" 96
"2924" "tt2379713" "SPECTRE" 576 2016-01-02 2 "14:30" 1 8 72 "Saturday" 72
"2925" "tt2379713" "SPECTRE" 292 2016-01-03 1 "20:20" 1 8 36 "Sunday" 36
"2926" "tt2379713" "SPECTRE" 280 2016-01-05 2 "18:20" 1 8 35 "Tuesday" 35
"2927" "tt2379713" "SPECTRE" 288 2016-01-07 1 "20:30" 1 8 36 "Thursday" 36
"2928" "tt2379713" "SPECTRE" 631 2016-01-08 1 "19:25" 1 8 79 "Friday" 79
"2929" "tt2379713" "SPECTRE" 682 2016-01-09 1 "17:30" 1 8 85 "Saturday" 85
"2930" "tt2379713" "SPECTRE" 324 2016-01-10 2 "15:10" 1 8 40 "Sunday" 40
"2931" "tt2379713" "SPECTRE" 211 2016-01-14 1 "18:30" 1 8 26 "Thursday" 26
"2932" "tt2379713" "SPECTRE" 310 2016-01-15 2 "18:20" 1 8 39 "Friday" 39
"2933" "tt2379713" "SPECTRE" 255 2016-01-16 2 "15:00" 1 8 32 "Saturday" 32
"2934" "tt2379713" "SPECTRE" 346 2016-01-17 2 "14:50" 1 8 43 "Sunday" 43
"2935" "tt2379713" "SPECTRE" 320 2016-01-18 2 "15:10" 1 8 40 "Monday" 40
"2936" "tt2379713" "SPECTRE - MUST END TONIGHT!" 189 2016-01-21 2 "20:50" 1 8 24 "Thursday" 24
"2937" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/416?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 854 2016-03-05 1 "17:20" 1 8 107 "Saturday" 107
"2938" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/420?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 312 2016-03-06 2 "15:45" 1 8 39 "Sunday" 39
"2939" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/435?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 304 2016-03-10 2 "19:00" 1 8 38 "Thursday" 38
"2940" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/452?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 689 2016-03-11 1 "19:55" 1 8 86 "Friday" 86
"2941" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/460?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 746 2016-03-12 1 "17:55" 1 8 93 "Saturday" 93
"2942" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/464?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 532 2016-03-13 1 "15:15" 1 8 66 "Sunday" 66
"2943" "tt2381111" "BROOKLYN (Baby Brigade) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/467?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 132 2016-03-14 2 "18:20" 1 8 16 "Monday" 16
"2944" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/473?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 160 2016-03-15 1 "20:55" 1 8 20 "Tuesday" 20
"2945" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/477?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 172 2016-03-16 1 "18:45" 1 8 22 "Wednesday" 22
"2946" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/496?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 141 2016-03-18 1 "18:25" 1 8 18 "Friday" 18
"2947" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/501?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)--MUST END THIS WEEK!!" 44 2016-03-21 1 "21:20" 1 8 6 "Monday" 6
"2948" "tt2381111" "BROOKLYN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/504?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)--MUST END TONIGHT!!" 264 2016-03-22 1 "18:20" 1 8 33 "Tuesday" 33
"2949" "tt2381249" "MISSION: IMPOSSIBLE - ROGUE NATION" 48 2015-10-09 2 "16:30" 1 8 6 "Friday" 6
"2950" "tt2381249" "MISSION: IMPOSSIBLE - ROGUE NATION" 88 2015-10-10 1 "15:05" 1 8 11 "Saturday" 11
"2951" "tt2381249" "MISSION: IMPOSSIBLE - ROGUE NATION" 231 2015-10-11 1 "17:20" 1 8 29 "Sunday" 29
"2952" "tt2381249" "MISSION: IMPOSSIBLE - ROGUE NATION - MUST END TONIGHT!" 56 2015-10-15 1 "20:50" 1 8 7 "Thursday" 7
"2953" "tt2381335" "FED UP" 144 2014-06-13 1 "18:00" 1 8 18 "Friday" 18
"2954" "tt2381335" "FED UP" 56 2014-06-15 2 "17:05" 1 8 7 "Sunday" 7
"2955" "tt2381335" "FED UP (Baby Brigade)" 94 2014-06-16 1 "18:30" 1 8 12 "Monday" 12
"2956" "tt2381335" "FED UP" 62 2014-06-17 2 "21:30" 1 8 8 "Tuesday" 8
"2957" "tt2381941" "FOCUS" 200 2015-04-04 1 "21:30" 1 8 25 "Saturday" 25
"2958" "tt2381941" "FOCUS" 86 2015-04-05 2 "17:15" 1 8 11 "Sunday" 11
"2959" "tt2381941" "FOCUS--MUST END TONIGHT!" 248 2015-04-08 2 "21:15" 1 8 31 "Wednesday" 31
"2960" "tt2382396" "JOE" 176 2014-05-04 2 "20:05" 1 8 22 "Sunday" 22
"2961" "tt2382396" "JOE" 175 2014-05-06 1 "20:45" 1 8 22 "Tuesday" 22
"2962" "tt2382396" "JOE (MUST END TONIGHT!)" 160 2014-05-07 1 "18:30" 1 8 20 "Wednesday" 20
"2963" "tt2386327" "THE INSTITUTE | Screening & Filmmakers Talk | (Doc Night at The New Parkway) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/379458\">Purchase Tickets Online</a>" 1096 2013-05-28 1 "19:00" 1 8 137 "Tuesday" 137
"2964" "tt2386327" "THE INSTITUTE" 126 2013-10-05 1 "15:30" 1 8 16 "Saturday" 16
"2965" "tt2386327" "THE INSTITUTE" 140 2013-10-06 2 "16:30" 1 8 18 "Sunday" 18
"2966" "tt2386327" "THE INSTITUTE (Baby Brigade)" 32 2013-10-07 2 "16:30" 1 8 4 "Monday" 4
"2967" "tt2388715" "OCULUS" 128 2014-05-16 1 "21:30" 1 8 16 "Friday" 16
"2968" "tt2388715" "OCULUS" 128 2014-05-17 1 "21:50" 1 8 16 "Saturday" 16
"2969" "tt2390361" "ENOUGH SAID" 572 2013-11-15 1 "20:30" 1 8 72 "Friday" 72
"2970" "tt2390361" "ENOUGH SAID" 610 2013-11-16 1 "19:40" 1 8 76 "Saturday" 76
"2971" "tt2390361" "ENOUGH SAID" 334 2013-11-17 2 "17:00" 1 8 42 "Sunday" 42
"2972" "tt2390361" "ENOUGH SAID (Baby Brigade)" 92 2013-11-18 2 "16:30" 1 8 12 "Monday" 12
"2973" "tt2390361" "ENOUGH SAID" 84 2013-11-19 2 "21:30" 1 8 10 "Tuesday" 10
"2974" "tt2390361" "ENOUGH SAID" 228 2013-11-21 1 "19:00" 1 8 28 "Thursday" 28
"2975" "tt2390361" "ENOUGH SAID" 280 2013-11-22 2 "20:30" 1 8 35 "Friday" 35
"2976" "tt2390361" "ENOUGH SAID" 472 2013-11-23 1 "19:40" 1 8 59 "Saturday" 59
"2977" "tt2390361" "ENOUGH SAID" 286 2013-11-24 1 "20:30" 1 8 36 "Sunday" 36
"2978" "tt2390361" "ENOUGH SAID" 112 2013-11-26 2 "21:30" 1 8 14 "Tuesday" 14
"2979" "tt2390361" "ENOUGH SAID" 257 2013-11-27 2 "19:00" 1 8 32 "Wednesday" 32
"2980" "tt2390361" "ENOUGH SAID" 338 2013-11-29 2 "16:50" 1 8 42 "Friday" 42
"2981" "tt2390361" "ENOUGH SAID" 456 2013-11-30 1 "19:10" 1 8 57 "Saturday" 57
"2982" "tt2390361" "ENOUGH SAID" 252 2013-12-01 1 "19:15" 1 8 32 "Sunday" 32
"2983" "tt2390361" "ENOUGH SAID" 61 2013-12-03 2 "21:30" 1 8 8 "Tuesday" 8
"2984" "tt2395427" "THE AVENGERS: AGE OF ULTRON" 120 2015-07-10 2 "16:00" 1 8 15 "Friday" 15
"2985" "tt2395427" "THE AVENGERS: AGE OF ULTRON" 320 2015-07-11 1 "15:00" 1 8 40 "Saturday" 40
"2986" "tt2395427" "THE AVENGERS: AGE OF ULTRON" 266 2015-07-12 2 "15:00" 1 8 33 "Sunday" 33
"2987" "tt2395427" "THE AVENGERS: AGE OF ULTRON (Baby Brigade)" 108 2015-07-13 2 "18:00" 1 8 14 "Monday" 14
"2988" "tt2395427" "THE AVENGERS: AGE OF ULTRON" 168 2015-07-14 2 "16:00" 1 8 21 "Tuesday" 21
"2989" "tt2395427" "THE AVENGERS: AGE OF ULTRON" 104 2015-07-15 2 "16:30" 2 8 13 "Wednesday" 6
"2990" "tt2395427" "AVENGERS: AGE OF ULTRON" 64 2015-07-17 1 "16:00" 1 8 8 "Friday" 8
"2991" "tt2395427" "AVENGERS: AGE OF ULTRON" 122 2015-07-18 1 "13:20" 1 8 15 "Saturday" 15
"2992" "tt2395427" "AVENGERS: AGE OF ULTRON" 302 2015-07-19 1 "15:00" 1 8 38 "Sunday" 38
"2993" "tt2395427" "AVENGERS: AGE OF ULTRON" 260 2015-07-22 1 "15:45" 1 8 32 "Wednesday" 32
"2994" "tt2395427" "AVENGERS: AGE OF ULTRON" 72 2015-07-24 2 "16:00" 1 8 9 "Friday" 9
"2995" "tt2395427" "AVENGERS: AGE OF ULTRON" 296 2015-07-25 1 "16:30" 1 8 37 "Saturday" 37
"2996" "tt2395427" "AVENGERS: AGE OF ULTRON" 240 2015-07-26 2 "20:15" 1 8 30 "Sunday" 30
"2997" "tt2395427" "AVENGERS: AGE OF ULTRON - MUST END TONIGHT!" 232 2015-07-29 2 "18:00" 1 8 29 "Wednesday" 29
"2998" "tt2396566" "20 FEET FROM STARDOM" 174 2013-08-16 1 "17:30" 1 8 22 "Friday" 22
"2999" "tt2396566" "20 FEET FROM STARDOM (Baby Brigade)" 90 2013-08-19 1 "16:30" 1 8 11 "Monday" 11
"3000" "tt2396566" "20 FEET FROM STARDOM" 216 2013-08-23 1 "18:30" 1 8 27 "Friday" 27
"3001" "tt2396566" "20 FEET FROM STARDOM" 330 2013-08-30 1 "18:30" 1 8 41 "Friday" 41
"3002" "tt2396566" "20 FEET FROM STARDOM" 570 2013-08-31 1 "19:00" 1 8 71 "Saturday" 71
"3003" "tt2396566" "20 FEET FROM STARDOM" 363 2013-09-01 2 "17:30" 1 8 45 "Sunday" 45
"3004" "tt2396566" "20 FEET FROM STARDOM (Baby Brigade)" 408 2013-09-02 2 "16:30" 1 8 51 "Monday" 51
"3005" "tt2396566" "20 FEET FROM STARDOM" 61 2013-09-03 1 "21:30" 1 8 8 "Tuesday" 8
"3006" "tt2396566" "20 FEET FROM STARDOM" 232 2013-09-04 1 "19:00" 1 8 29 "Wednesday" 29
"3007" "tt2396566" "20 FEET FROM STARDOM" 183 2013-09-05 2 "21:10" 1 8 23 "Thursday" 23
"3008" "tt2396566" "20 FEET FROM STARDOM" 576 2013-09-07 2 "17:45" 1 8 72 "Saturday" 72
"3009" "tt2396566" "20 FEET FROM STARDOM" 336 2013-09-11 1 "19:00" 1 8 42 "Wednesday" 42
"3010" "tt2396566" "20 FEET FROM STARDOM" 288 2013-09-20 1 "18:00" 1 8 36 "Friday" 36
"3011" "tt2396566" "20 FEET FROM STARDOM" 534 2013-09-21 2 "17:15" 2 8 67 "Saturday" 34
"3012" "tt2396566" "20 FEET FROM STARDOM" 182 2013-09-22 2 "15:45" 1 8 23 "Sunday" 23
"3013" "tt2396566" "20 FEET FROM STARDOM (Baby Brigade)" 48 2013-09-23 2 "16:30" 1 8 6 "Monday" 6
"3014" "tt2396566" "20 FEET FROM STARDOM" 248 2013-09-25 2 "18:30" 1 8 31 "Wednesday" 31
